review_rank,review_priority,review_reasons,audit_label,scope,lines_year,precinct_key,county_norm,prec_id,split_count,district_weights,dominant_district,dominant_area_weight,total_area_weight,normalized_non_dominant_share,unallocated_area_weight,cvap_total,non_dominant_cvap_exposure,unallocated_cvap_exposure,has_precinct_cvap,max_non_dominant_vote_exposure,top_vote_exposure_contest,max_2024_total_votes,max_2024_non_dominant_vote_exposure,top_2024_vote_exposure_contest,closest_2024_abs_margin_pct,closest_2024_margin_contest,max_2024_margin_sensitivity,top_2024_margin_sensitivity_contest,contests_reviewed
921,low,review_if_needed,congressional_2026,congressional,2026,SHELBY - 008206,SHELBY,008206,2,9:0.999097;5:0.000903,9,0.9990973,1.0,0.0009027,0.0,4094.0,3.6956,0.0,True,2.0916,president_2024,2317.0,2.0916,president_2024,59.3569,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
922,low,close_2024_precinct_margin;multiway_split,state_senate_2022,state_senate,2022,KNOX - 004859,KNOX,004859,3,7:0.997783;5:0.002064;6:0.000153,7,0.99778299,1.0,0.00221701,0.0,1655.0,3.6692,0.0,True,1.6051,president_2020,674.0,1.4943,president_2024,0.5935,president_2024,1.4647,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
923,low,review_if_needed,state_senate_2022,state_senate,2022,KNOX - 004894,KNOX,004894,2,5:0.996990;7:0.003010,5,0.99698983,1.0,0.00301017,0.0,1210.0,3.6423,0.0,True,14.5692,president_2024,4840.0,14.5692,president_2024,28.719,president_2024,0.6221,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
924,low,review_if_needed,state_senate_2022,state_senate,2022,SHELBY - 008084,SHELBY,008084,2,33:0.999180;31:0.000780,33,0.99917972,0.99995996,0.00078027,4.004e-05,4658.0,3.6345,0.1865,True,2.4711,president_2024,3167.0,2.4711,president_2024,37.8592,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
925,low,review_if_needed,congressional_2026,congressional,2026,DAVIDSON - 001916,DAVIDSON,001916,2,6:0.998183;7:0.001817,6,0.99818327,1.0,0.00181673,0.0,1989.0,3.6135,0.0,True,6.2096,governor_2022,1889.0,3.4318,president_2024,26.522,president_2024,0.3979,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
926,low,multiway_split,state_house_2022,state_house,2022,SUMNER - 008601,SUMNER,008601,4,35:0.999534;46:0.000204;57:0.000177;44:0.000085,35,0.99953398,1.0,0.00046602,0.0,7683.0,3.5804,0.0,True,2.557,president_2024,5487.0,2.557,president_2024,47.5305,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
927,low,close_2024_precinct_margin,state_house_2022,state_house,2022,KNOX - 004859,KNOX,004859,2,90:0.997839;15:0.002161,90,0.99783891,1.0,0.00216109,0.0,1655.0,3.5766,0.0,True,1.5646,president_2020,674.0,1.4566,president_2024,0.5935,president_2024,1.4278,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
928,low,close_2024_precinct_margin,state_senate_2022,state_senate,2022,SHELBY - 008056,SHELBY,008056,2,32:0.999305;31:0.000695,32,0.9993055,1.0,0.0006945,0.0,5143.0,3.5718,0.0,True,5.6081,governor_2022,3244.0,2.253,president_2024,9.402,president_2024,1.5469,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
929,low,review_if_needed,congressional_2022,congressional,2022,DAVIDSON - 001891,DAVIDSON,001891,2,7:0.999183;6:0.000817,7,0.99918322,1.0,0.00081678,0.0,4364.0,3.5644,0.0,True,1.8361,president_2020,743.0,0.6069,president_2024,42.0408,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
930,low,review_if_needed,state_senate_2022,state_senate,2022,SULLIVAN - 008513,SULLIVAN,008513,2,4:0.999450;3:0.000550,4,0.99944978,1.0,0.00055022,0.0,6471.0,3.5604,0.0,True,2.1288,president_2020,800.0,0.4402,president_2024,70.1018,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
931,low,close_2024_precinct_margin,state_senate_2022,state_senate,2022,HAMILTON - 003465,HAMILTON,003465,2,11:0.999072;10:0.000928,11,0.9990718,1.0,0.0009282,0.0,3805.0,3.5318,0.0,True,2.7066,us_senate_2024,2916.0,2.7066,us_senate_2024,3.0178,us_senate_2024,2.4343,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
932,low,review_if_needed,state_senate_2022,state_senate,2022,HAMILTON - 003379,HAMILTON,003379,2,10:0.999144;11:0.000856,10,0.99914416,1.0,0.00085584,0.0,4114.0,3.5209,0.0,True,0.968,president_2020,1045.0,0.8944,president_2024,45.1675,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
933,low,multiway_split,state_house_2022,state_house,2022,BRADLEY - 000517,BRADLEY,000517,4,22:0.999035;24:0.000754;29:0.000200;23:0.000011,22,0.99903466,1.0,0.00096534,0.0,3644.0,3.5177,0.0,True,2.6412,president_2024,2736.0,2.6412,president_2024,68.6523,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
934,low,review_if_needed,state_senate_2022,state_senate,2022,SHELBY - 008080,SHELBY,008080,2,31:0.999323;30:0.000677,31,0.99932279,1.0,0.00067721,0.0,5173.0,3.5032,0.0,True,2.2355,president_2020,2038.0,1.3802,president_2024,16.683,president_2024,0.6127,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
935,low,review_if_needed,state_house_2022,state_house,2022,SHELBY - 008080,SHELBY,008080,2,83:0.999323;97:0.000677,83,0.99932289,1.0,0.00067711,0.0,5173.0,3.5027,0.0,True,2.2351,president_2020,2038.0,1.3799,president_2024,16.683,president_2024,0.6125,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
936,low,review_if_needed,state_house_2022,state_house,2022,ROANE - 007465,ROANE,007465,2,32:0.998904;41:0.001096,32,0.9989041,1.0,0.0010959,0.0,3191.0,3.497,0.0,True,1.5058,president_2020,1302.0,1.4269,president_2024,49.6094,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
937,low,review_if_needed,congressional_2026,congressional,2026,WEAKLEY - 009507,WEAKLEY,009507,2,5:0.998761;8:0.001239,5,0.99876061,1.0,0.00123939,0.0,2812.0,3.4852,0.0,True,1.9322,president_2020,1494.0,1.8517,president_2024,66.8675,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
938,low,review_if_needed,state_house_2022,state_house,2022,DAVIDSON - 001864,DAVIDSON,001864,2,60:0.999238;51:0.000762,60,0.99923778,1.0,0.00076222,0.0,4570.0,3.4834,0.0,True,1.869,president_2020,1916.0,1.4604,president_2024,34.8121,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
939,low,review_if_needed,state_house_2022,state_house,2022,SUMNER - 008623,SUMNER,008623,2,45:0.999250;50:0.000750,45,0.99924955,1.0,0.00075045,0.0,4632.0,3.4761,0.0,True,3.0731,president_2024,4095.0,3.0731,president_2024,31.3373,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
940,low,review_if_needed,state_senate_2022,state_senate,2022,SUMNER - 008623,SUMNER,008623,2,18:0.999250;20:0.000750,18,0.99924955,1.0,0.00075045,0.0,4632.0,3.4761,0.0,True,3.0731,president_2024,4095.0,3.0731,president_2024,31.3373,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
941,low,review_if_needed,congressional_2026,congressional,2026,DAVIDSON - 001872,DAVIDSON,001872,2,4:0.985189;6:0.014811,4,0.98518852,1.0,0.01481148,0.0,234.0,3.4659,0.0,True,36.9546,president_2024,2495.0,36.9546,president_2024,21.7635,president_2024,10.1459,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
942,low,review_if_needed,congressional_2026,congressional,2026,SHELBY - 008192,SHELBY,008192,2,9:0.999054;8:0.000946,9,0.99905393,1.0,0.00094607,0.0,3651.0,3.4541,0.0,True,1.7947,president_2020,1612.0,1.5251,president_2024,75.6579,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
943,low,review_if_needed,state_senate_2022,state_senate,2022,SHELBY - 008110,SHELBY,008110,2,30:0.999293;29:0.000707,30,0.99929328,1.0,0.00070672,0.0,4872.0,3.4431,0.0,True,2.4113,president_2024,3412.0,2.4113,president_2024,30.6403,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
944,low,multiway_split,state_house_2022,state_house,2022,KNOX - 004812,KNOX,004812,3,19:0.999622;16:0.000376;36:0.000002,19,0.99962188,1.0,0.00037812,0.0,9101.0,3.4413,0.0,True,2.3818,president_2024,6299.0,2.3818,president_2024,47.7797,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
945,low,close_2024_precinct_margin;multiway_split,state_house_2022,state_house,2022,DAVIDSON - 001855,DAVIDSON,001855,3,60:0.999342;52:0.000552;57:0.000106,60,0.99934216,1.0,0.00065784,0.0,5227.0,3.4385,0.0,True,2.2656,president_2020,1034.0,0.6802,president_2024,8.2596,us_senate_2024,0.4848,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
946,low,review_if_needed,congressional_2022,congressional,2022,ANDERSON - 000004,ANDERSON,000004,2,3:0.999090;2:0.000910,3,0.99908953,1.0,0.00091047,0.0,3772.0,3.4343,0.0,True,2.0021,president_2020,847.0,0.7712,president_2024,62.2302,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
947,low,review_if_needed,congressional_2026,congressional,2026,DAVIDSON - 001873,DAVIDSON,001873,2,6:0.997950;4:0.002050,6,0.99795042,1.0,0.00204958,0.0,1675.0,3.4331,0.0,True,2.3345,president_2024,1139.0,2.3345,president_2024,10.0966,president_2024,1.5488,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
948,low,close_2024_precinct_margin;multiway_split,congressional_2026,congressional,2026,DAVIDSON - 001820,DAVIDSON,001820,3,4:0.999314;7:0.000444;9:0.000241,4,0.99931443,1.0,0.00068557,0.0,5006.0,3.432,0.0,True,2.4783,president_2020,2775.0,1.9025,us_senate_2024,5.0921,president_2024,1.5761,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
949,low,review_if_needed,state_house_2022,state_house,2022,MONTGOMERY - 006469,MONTGOMERY,006469,2,68:0.999304;67:0.000696,68,0.99930409,1.0,0.00069591,0.0,4907.0,3.4148,0.0,True,3.3069,president_2024,4752.0,3.3069,president_2024,25.0631,president_2024,0.5442,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
950,low,review_if_needed,state_senate_2022,state_senate,2022,RUTHERFORD - 007677,RUTHERFORD,007677,2,13:0.999259;14:0.000741,13,0.99925921,1.0,0.00074079,0.0,4608.0,3.4135,0.0,True,3.6943,president_2024,4987.0,3.6943,president_2024,11.8606,us_senate_2024,2.1979,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
951,low,close_2024_precinct_margin,congressional_2022,congressional,2022,SHELBY - 008076,SHELBY,008076,2,9:0.999405;8:0.000595,9,0.99940523,1.0,0.00059477,0.0,5730.0,3.408,0.0,True,2.4927,president_2020,3241.0,1.9276,president_2024,4.1037,president_2024,1.6639,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
952,low,review_if_needed,state_house_2022,state_house,2022,DAVIDSON - 001865,DAVIDSON,001865,2,60:0.998101;52:0.001899,60,0.99810071,1.0,0.00189929,0.0,1794.0,3.4073,0.0,True,2.5394,governor_2022,1141.0,2.1671,president_2024,15.7756,president_2024,1.0275,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
953,low,multiway_split,state_senate_2022,state_senate,2022,LOUDON - 005463,LOUDON,005463,3,5:0.999478;12:0.000486;7:0.000036,5,0.99947844,1.0,0.00052156,0.0,6525.0,3.4032,0.0,True,2.0982,president_2020,3241.0,1.6904,president_2024,56.164,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
954,low,review_if_needed,state_house_2022,state_house,2022,WASHINGTON - 009333,WASHINGTON,009333,2,6:0.998985;7:0.001015,6,0.9989855,1.0,0.0010145,0.0,3342.0,3.3905,0.0,True,2.4977,president_2020,1710.0,1.7348,president_2024,17.7193,president_2024,0.7102,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
955,low,multiway_split,state_house_2022,state_house,2022,DAVIDSON - 001801,DAVIDSON,001801,4,50:0.999047;66:0.000469;78:0.000263;54:0.000221,50,0.99904679,1.0,0.00095321,0.0,3550.0,3.3839,0.0,True,3.4049,governor_2022,2330.0,2.221,president_2024,28.223,us_senate_2024,0.1296,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
956,low,multiway_split,state_senate_2022,state_senate,2022,DAVIDSON - 001801,DAVIDSON,001801,3,20:0.999047;23:0.000732;19:0.000221,20,0.99904679,1.0,0.00095321,0.0,3550.0,3.3839,0.0,True,3.4049,governor_2022,2330.0,2.221,president_2024,28.223,us_senate_2024,0.1296,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
957,low,review_if_needed,congressional_2022,congressional,2022,SHELBY - 008089,SHELBY,008089,2,8:0.999330;9:0.000670,8,0.99933023,1.0,0.00066977,0.0,5047.0,3.3803,0.0,True,2.7206,president_2020,3265.0,2.1868,president_2024,18.1317,president_2024,0.8651,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
958,low,review_if_needed,state_house_2022,state_house,2022,SHELBY - 008089,SHELBY,008089,2,83:0.999330;97:0.000670,83,0.99933023,1.0,0.00066977,0.0,5047.0,3.3803,0.0,True,2.7206,president_2020,3265.0,2.1868,president_2024,18.1317,president_2024,0.8651,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
959,low,review_if_needed,congressional_2022,congressional,2022,TIPTON - 008704,TIPTON,008704,2,9:0.999266;8:0.000734,9,0.99926646,1.0,0.00073354,0.0,4603.0,3.3765,0.0,True,2.1199,president_2024,2890.0,2.1199,president_2024,76.6667,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
960,low,review_if_needed,state_house_2022,state_house,2022,SHELBY - 008261,SHELBY,008261,2,99:0.999426;86:0.000574,99,0.99942582,1.0,0.00057418,0.0,5858.0,3.3636,0.0,True,2.001,president_2020,2737.0,1.5715,president_2024,20.6065,president_2024,0.4921,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
961,low,close_2024_precinct_margin,congressional_2022,congressional,2022,KNOX - 004844,KNOX,004844,2,2:0.999355;3:0.000645,2,0.99935525,1.0,0.00064475,0.0,5175.0,3.3366,0.0,True,2.1038,president_2020,3072.0,1.9807,president_2024,0.7487,president_2024,1.9313,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
962,low,close_2024_precinct_margin,state_house_2022,state_house,2022,MADISON - 005654,MADISON,005654,2,80:0.998861;73:0.001139,80,0.99886096,1.0,0.00113904,0.0,2923.0,3.3294,0.0,True,1.2097,president_2024,1062.0,1.2097,president_2024,3.6723,president_2024,1.0616,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
963,low,review_if_needed,state_senate_2022,state_senate,2022,KNOX - 004831,KNOX,004831,2,6:0.999566;7:0.000434,6,0.99956603,1.0,0.00043397,0.0,7623.0,3.3081,0.0,True,1.1969,president_2020,2513.0,1.0906,president_2024,10.6248,president_2024,0.7044,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
964,low,multiway_split,state_house_2022,state_house,2022,WILLIAMSON - 009716,WILLIAMSON,009716,3,63:0.999510;13:0.000439;59:0.000051,63,0.99951008,1.0,0.00048992,0.0,6747.0,3.3055,0.0,True,2.2203,president_2020,636.0,0.3116,president_2024,30.3459,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
965,low,multiway_split,state_senate_2022,state_senate,2022,WILLIAMSON - 009716,WILLIAMSON,009716,3,27:0.999510;13:0.000439;21:0.000051,27,0.99951008,1.0,0.00048992,0.0,6747.0,3.3055,0.0,True,2.2203,president_2020,636.0,0.3116,president_2024,30.3459,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
966,low,close_2024_precinct_margin,congressional_2022,congressional,2022,DAVIDSON - 001933,DAVIDSON,001933,2,5:0.999299;6:0.000701,5,0.99929949,1.0,0.00070051,0.0,4672.0,3.2728,0.0,True,1.7919,president_2024,2558.0,1.7919,president_2024,0.5864,president_2024,1.7569,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
967,low,multiway_split,state_senate_2022,state_senate,2022,SEVIER - 007958,SEVIER,007958,3,8:0.998919;9:0.000909;2:0.000172,8,0.99891929,1.0,0.00108071,0.0,3025.0,3.2691,0.0,True,3.977,president_2024,3680.0,3.977,president_2024,65.0816,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
968,low,review_if_needed,state_senate_2022,state_senate,2022,SEVIER - 007973,SEVIER,007973,2,9:0.996880;8:0.003120,9,0.9968804,1.0,0.0031196,0.0,1046.0,3.2631,0.0,True,11.7671,president_2024,3772.0,11.7671,president_2024,63.4766,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
969,low,review_if_needed,state_house_2022,state_house,2022,TIPTON - 008704,TIPTON,008704,2,81:0.999294;82:0.000706,81,0.99929413,1.0,0.00070587,0.0,4603.0,3.2491,0.0,True,2.04,president_2024,2890.0,2.04,president_2024,76.6667,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
970,low,review_if_needed,state_senate_2022,state_senate,2022,DAVIDSON - 001868,DAVIDSON,001868,2,20:0.999159;17:0.000841,20,0.99915939,1.0,0.00084061,0.0,3850.0,3.2363,0.0,True,2.2284,president_2020,1118.0,0.9398,president_2024,38.9088,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
971,low,review_if_needed,state_senate_2022,state_senate,2022,KNOX - 004829,KNOX,004829,2,6:0.999224;2:0.000776,6,0.99922361,1.0,0.00077639,0.0,4165.0,3.2337,0.0,True,5.2709,us_senate_2024,6789.0,5.2709,us_senate_2024,18.4563,us_senate_2024,2.0282,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
972,low,review_if_needed,state_house_2022,state_house,2022,SHELBY - 008200,SHELBY,008200,2,86:0.998978;91:0.001022,86,0.9989782,1.0,0.0010218,0.0,3161.0,3.2299,0.0,True,2.25,president_2024,2202.0,2.25,president_2024,71.6635,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
973,low,review_if_needed,state_house_2022,state_house,2022,WILLIAMSON - 009728,WILLIAMSON,009728,2,61:0.998759;65:0.001241,61,0.99875862,1.0,0.00124138,0.0,2600.0,3.2276,0.0,True,5.0822,us_senate_2024,4094.0,5.0822,us_senate_2024,37.0316,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
974,low,multiway_split,state_senate_2022,state_senate,2022,HAMBLEN - 003257,HAMBLEN,003257,3,9:0.999105;8:0.000890;4:0.000005,9,0.99910497,1.0,0.00089503,0.0,3603.0,3.2248,0.0,True,2.0264,president_2024,2264.0,2.0264,president_2024,62.2803,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
975,low,close_2024_precinct_margin,state_house_2022,state_house,2022,MONTGOMERY - 006452,MONTGOMERY,006452,2,75:0.999596;67:0.000404,75,0.99959576,1.0,0.00040424,0.0,7949.0,3.2133,0.0,True,1.072,president_2020,2081.0,0.8412,president_2024,0.865,president_2024,0.8169,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
976,low,review_if_needed,congressional_2022,congressional,2022,HAMBLEN - 003257,HAMBLEN,003257,2,1:0.999110;2:0.000890,1,0.99911018,1.0,0.00088982,0.0,3603.0,3.206,0.0,True,2.0146,president_2024,2264.0,2.0146,president_2024,62.2803,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
977,low,close_2024_precinct_margin,congressional_2026,congressional,2026,KNOX - 004844,KNOX,004844,2,2:0.999383;3:0.000617,2,0.99938282,1.0,0.00061718,0.0,5175.0,3.1939,0.0,True,2.0139,president_2020,3072.0,1.896,president_2024,0.7487,president_2024,1.8487,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
978,low,review_if_needed,state_house_2022,state_house,2022,OBION - 006751,OBION,006751,2,77:0.999066;76:0.000918,77,0.99906622,0.99998465,0.00091844,1.535e-05,3472.0,3.1888,0.0533,True,1.8213,president_2020,1950.0,1.791,president_2024,62.6154,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
